Entity,Code,Day,total_vaccinations_per_hundred,"GDP per capita, PPP (constant 2011 international $)",Year,Year,Continent
Wales,,2021-12-17,190.71,,,,
Wales,,2021-12-18,191.91,,,,
Wales,,2021-12-19,193.42,,,,
Wales,,2021-12-20,194.94,,,,
Wales,,2021-12-21,196.63,,,,
Wales,,2021-12-22,198.19,,,,
Wales,,2021-12-23,199.47,,,,
Wales,,2021-12-24,199.9,,,,
Wales,,2021-12-25,199.9,,,,
Wales,,2021-12-26,199.9,,,,
Wales,,2021-12-27,200.72,,,,
Wales,,2021-12-28,201.84,,,,
Wales,,2021-12-29,203.04,,,,
Wales,,2021-12-30,204.1,,,,
Wales,,2021-12-31,204.51,,,,
Wales,,2022-01-01,204.51,,,,
Wales,,2022-01-02,204.69,,,,
Wales,,2022-01-03,204.93,,,,
Wales,,2022-01-04,205.65,,,,
Wales,,2022-01-05,206.28,,,,
Wales,,2022-01-06,206.83,,,,
Wales,,2022-01-07,206.83,,,,
Wales,,2022-01-08,206.83,,,,
Wallis and Futuna,WLF,2021-03-23,11.59,,,2015,Oceania
Wallis and Futuna,WLF,2021-03-30,28.75,,,2015,Oceania
Wallis and Futuna,WLF,2021-04-07,35.08,,,2015,Oceania
Wallis and Futuna,WLF,2021-04-13,35.81,,,2015,Oceania
Wallis and Futuna,WLF,2021-04-20,36.61,,,2015,Oceania
Wallis and Futuna,WLF,2021-04-27,50.82,,,2015,Oceania
Wallis and Futuna,WLF,2021-05-04,51.42,,,2015,Oceania
Wallis and Futuna,WLF,2021-05-11,52.05,,,2015,Oceania
Wallis and Futuna,WLF,2021-05-18,73.69,,,2015,Oceania
Wallis and Futuna,WLF,2021-05-25,74.66,,,2015,Oceania
Wallis and Futuna,WLF,2021-06-01,75.4,,,2015,Oceania
Wallis and Futuna,WLF,2021-06-08,77.19,,,2015,Oceania
Wallis and Futuna,WLF,2021-06-15,78.03,,,2015,Oceania
Wallis and Futuna,WLF,2021-06-21,79.63,,,2015,Oceania
Wallis and Futuna,WLF,2021-06-29,80.52,,,2015,Oceania
Wallis and Futuna,WLF,2021-07-06,80.78,,,2015,Oceania
Wallis and Futuna,WLF,2021-07-13,82.13,,,2015,Oceania
Wallis and Futuna,WLF,2021-07-20,82.55,,,2015,Oceania
Wallis and Futuna,WLF,2021-08-02,84.48,,,2015,Oceania
Wallis and Futuna,WLF,2021-08-09,85.08,,,2015,Oceania
Wallis and Futuna,WLF,2021-08-16,85.94,,,2015,Oceania
Wallis and Futuna,WLF,2021-08-23,87.22,,,2015,Oceania
Wallis and Futuna,WLF,2021-08-31,88.35,,,2015,Oceania
Wallis and Futuna,WLF,2021-09-14,89.26,,,2015,Oceania
Wallis and Futuna,WLF,2021-09-21,92.22,,,2015,Oceania
Wallis and Futuna,WLF,2021-09-28,94.09,,,2015,Oceania
Wallis and Futuna,WLF,2021-10-05,97.74,,,2015,Oceania
Wallis and Futuna,WLF,2021-10-12,99.23,,,2015,Oceania
Wallis and Futuna,WLF,2021-10-18,100.07,,,2015,Oceania
Wallis and Futuna,WLF,2021-10-25,102.41,,,2015,Oceania
Wallis and Futuna,WLF,2021-11-01,104.35,,,2015,Oceania
Wallis and Futuna,WLF,2021-11-08,106.13,,,2015,Oceania
Wallis and Futuna,WLF,2021-11-15,106.89,,,2015,Oceania
Wallis and Futuna,WLF,2021-11-22,107.29,,,2015,Oceania
Wallis and Futuna,WLF,2021-11-30,107.62,,,2015,Oceania
West Germany,OWID_GFR,2020-01-21,,,,2015,Europe
Western Sahara,ESH,2020-01-21,,,,2015,Africa
World,OWID_WRL,2020-12-01,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-02,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-03,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-04,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-05,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-06,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-07,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-08,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-09,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-10,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-11,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-12,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-13,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-14,0,15469.2072359318,2017,,
World,OWID_WRL,2020-12-15,0.02,15469.2072359318,2017,,
World,OWID_WRL,2020-12-16,0.02,15469.2072359318,2017,,
World,OWID_WRL,2020-12-17,0.03,15469.2072359318,2017,,
World,OWID_WRL,2020-12-18,0.03,15469.2072359318,2017,,
World,OWID_WRL,2020-12-19,0.03,15469.2072359318,2017,,
World,OWID_WRL,2020-12-20,0.04,15469.2072359318,2017,,
World,OWID_WRL,2020-12-21,0.04,15469.2072359318,2017,,
World,OWID_WRL,2020-12-22,0.05,15469.2072359318,2017,,
World,OWID_WRL,2020-12-23,0.06,15469.2072359318,2017,,
World,OWID_WRL,2020-12-24,0.06,15469.2072359318,2017,,
World,OWID_WRL,2020-12-25,0.06,15469.2072359318,2017,,
World,OWID_WRL,2020-12-26,0.06,15469.2072359318,2017,,
World,OWID_WRL,2020-12-27,0.07,15469.2072359318,2017,,
World,OWID_WRL,2020-12-28,0.08,15469.2072359318,2017,,
World,OWID_WRL,2020-12-29,0.09,15469.2072359318,2017,,
World,OWID_WRL,2020-12-30,0.1,15469.2072359318,2017,,
World,OWID_WRL,2020-12-31,0.15,15469.2072359318,2017,,
World,OWID_WRL,2021-01-01,0.15,15469.2072359318,2017,,
World,OWID_WRL,2021-01-02,0.17,15469.2072359318,2017,,
World,OWID_WRL,2021-01-03,0.17,15469.2072359318,2017,,
World,OWID_WRL,2021-01-04,0.19,15469.2072359318,2017,,
World,OWID_WRL,2021-01-05,0.21,15469.2072359318,2017,,
World,OWID_WRL,2021-01-06,0.23,15469.2072359318,2017,,
World,OWID_WRL,2021-01-07,0.26,15469.2072359318,2017,,
World,OWID_WRL,2021-01-08,0.28,15469.2072359318,2017,,
World,OWID_WRL,2021-01-09,0.35,15469.2072359318,2017,,
World,OWID_WRL,2021-01-10,0.39,15469.2072359318,2017,,
World,OWID_WRL,2021-01-11,0.41,15469.2072359318,2017,,
World,OWID_WRL,2021-01-12,0.44,15469.2072359318,2017,,
World,OWID_WRL,2021-01-13,0.49,15469.2072359318,2017,,
World,OWID_WRL,2021-01-14,0.53,15469.2072359318,2017,,
World,OWID_WRL,2021-01-15,0.56,15469.2072359318,2017,,
World,OWID_WRL,2021-01-16,0.59,15469.2072359318,2017,,
World,OWID_WRL,2021-01-17,0.6,15469.2072359318,2017,,
World,OWID_WRL,2021-01-18,0.63,15469.2072359318,2017,,
World,OWID_WRL,2021-01-19,0.67,15469.2072359318,2017,,
World,OWID_WRL,2021-01-20,0.78,15469.2072359318,2017,,
World,OWID_WRL,2021-01-21,0.82,15469.2072359318,2017,,
World,OWID_WRL,2021-01-22,0.87,15469.2072359318,2017,,
World,OWID_WRL,2021-01-23,0.9,15469.2072359318,2017,,
World,OWID_WRL,2021-01-24,0.92,15469.2072359318,2017,,
World,OWID_WRL,2021-01-25,0.96,15469.2072359318,2017,,
World,OWID_WRL,2021-01-26,1.01,15469.2072359318,2017,,
World,OWID_WRL,2021-01-27,1.16,15469.2072359318,2017,,
World,OWID_WRL,2021-01-28,1.22,15469.2072359318,2017,,
World,OWID_WRL,2021-01-29,1.27,15469.2072359318,2017,,
World,OWID_WRL,2021-01-30,1.31,15469.2072359318,2017,,
World,OWID_WRL,2021-01-31,1.35,15469.2072359318,2017,,
World,OWID_WRL,2021-02-01,1.4,15469.2072359318,2017,,
World,OWID_WRL,2021-02-02,1.44,15469.2072359318,2017,,
World,OWID_WRL,2021-02-03,1.6,15469.2072359318,2017,,
World,OWID_WRL,2021-02-04,1.66,15469.2072359318,2017,,
World,OWID_WRL,2021-02-05,1.74,15469.2072359318,2017,,
World,OWID_WRL,2021-02-06,1.78,15469.2072359318,2017,,
World,OWID_WRL,2021-02-07,1.8,15469.2072359318,2017,,
World,OWID_WRL,2021-02-08,1.85,15469.2072359318,2017,,
World,OWID_WRL,2021-02-09,2.03,15469.2072359318,2017,,
World,OWID_WRL,2021-02-10,2.1,15469.2072359318,2017,,
World,OWID_WRL,2021-02-11,2.17,15469.2072359318,2017,,
World,OWID_WRL,2021-02-12,2.25,15469.2072359318,2017,,
World,OWID_WRL,2021-02-13,2.3,15469.2072359318,2017,,
World,OWID_WRL,2021-02-14,2.33,15469.2072359318,2017,,
World,OWID_WRL,2021-02-15,2.39,15469.2072359318,2017,,
World,OWID_WRL,2021-02-16,2.45,15469.2072359318,2017,,
World,OWID_WRL,2021-02-17,2.53,15469.2072359318,2017,,
World,OWID_WRL,2021-02-18,2.61,15469.2072359318,2017,,
World,OWID_WRL,2021-02-19,2.68,15469.2072359318,2017,,
World,OWID_WRL,2021-02-20,2.73,15469.2072359318,2017,,
World,OWID_WRL,2021-02-21,2.76,15469.2072359318,2017,,
World,OWID_WRL,2021-02-22,2.81,15469.2072359318,2017,,
World,OWID_WRL,2021-02-23,2.89,15469.2072359318,2017,,
World,OWID_WRL,2021-02-24,2.97,15469.2072359318,2017,,
World,OWID_WRL,2021-02-25,3.06,15469.2072359318,2017,,
World,OWID_WRL,2021-02-26,3.15,15469.2072359318,2017,,
World,OWID_WRL,2021-02-27,3.22,15469.2072359318,2017,,
World,OWID_WRL,2021-02-28,3.41,15469.2072359318,2017,,
World,OWID_WRL,2021-03-01,3.48,15469.2072359318,2017,,
World,OWID_WRL,2021-03-02,3.62,15469.2072359318,2017,,
World,OWID_WRL,2021-03-03,3.73,15469.2072359318,2017,,
World,OWID_WRL,2021-03-04,3.85,15469.2072359318,2017,,
World,OWID_WRL,2021-03-05,3.96,15469.2072359318,2017,,
World,OWID_WRL,2021-03-06,4.05,15469.2072359318,2017,,
World,OWID_WRL,2021-03-07,4.1,15469.2072359318,2017,,
World,OWID_WRL,2021-03-08,4.2,15469.2072359318,2017,,
World,OWID_WRL,2021-03-09,4.31,15469.2072359318,2017,,
World,OWID_WRL,2021-03-10,4.44,15469.2072359318,2017,,
World,OWID_WRL,2021-03-11,4.55,15469.2072359318,2017,,
World,OWID_WRL,2021-03-12,4.68,15469.2072359318,2017,,
World,OWID_WRL,2021-03-13,4.78,15469.2072359318,2017,,
World,OWID_WRL,2021-03-14,4.99,15469.2072359318,2017,,
World,OWID_WRL,2021-03-15,5.12,15469.2072359318,2017,,
World,OWID_WRL,2021-03-16,5.25,15469.2072359318,2017,,
World,OWID_WRL,2021-03-17,5.38,15469.2072359318,2017,,
World,OWID_WRL,2021-03-18,5.52,15469.2072359318,2017,,
World,OWID_WRL,2021-03-19,5.69,15469.2072359318,2017,,
World,OWID_WRL,2021-03-20,5.93,15469.2072359318,2017,,
World,OWID_WRL,2021-03-21,5.98,15469.2072359318,2017,,
World,OWID_WRL,2021-03-22,6.19,15469.2072359318,2017,,
World,OWID_WRL,2021-03-23,6.36,15469.2072359318,2017,,
World,OWID_WRL,2021-03-24,6.55,15469.2072359318,2017,,
World,OWID_WRL,2021-03-25,6.77,15469.2072359318,2017,,
World,OWID_WRL,2021-03-26,7.02,15469.2072359318,2017,,
World,OWID_WRL,2021-03-27,7.2,15469.2072359318,2017,,
World,OWID_WRL,2021-03-28,7.31,15469.2072359318,2017,,
World,OWID_WRL,2021-03-29,7.52,15469.2072359318,2017,,
World,OWID_WRL,2021-03-30,7.71,15469.2072359318,2017,,
World,OWID_WRL,2021-03-31,7.97,15469.2072359318,2017,,
World,OWID_WRL,2021-04-01,8.26,15469.2072359318,2017,,
World,OWID_WRL,2021-04-02,8.51,15469.2072359318,2017,,
World,OWID_WRL,2021-04-03,8.67,15469.2072359318,2017,,
World,OWID_WRL,2021-04-04,8.79,15469.2072359318,2017,,
World,OWID_WRL,2021-04-05,8.97,15469.2072359318,2017,,
World,OWID_WRL,2021-04-06,9.21,15469.2072359318,2017,,
World,OWID_WRL,2021-04-07,9.45,15469.2072359318,2017,,
World,OWID_WRL,2021-04-08,9.76,15469.2072359318,2017,,
World,OWID_WRL,2021-04-09,10.03,15469.2072359318,2017,,
World,OWID_WRL,2021-04-10,10.25,15469.2072359318,2017,,
World,OWID_WRL,2021-04-11,10.39,15469.2072359318,2017,,
World,OWID_WRL,2021-04-12,10.63,15469.2072359318,2017,,
World,OWID_WRL,2021-04-13,10.85,15469.2072359318,2017,,
World,OWID_WRL,2021-04-14,11.09,15469.2072359318,2017,,
World,OWID_WRL,2021-04-15,11.34,15469.2072359318,2017,,
World,OWID_WRL,2021-04-16,11.56,15469.2072359318,2017,,
World,OWID_WRL,2021-04-17,11.74,15469.2072359318,2017,,
World,OWID_WRL,2021-04-18,11.87,15469.2072359318,2017,,
World,OWID_WRL,2021-04-19,12.07,15469.2072359318,2017,,
World,OWID_WRL,2021-04-20,12.26,15469.2072359318,2017,,
World,OWID_WRL,2021-04-21,12.5,15469.2072359318,2017,,
World,OWID_WRL,2021-04-22,12.79,15469.2072359318,2017,,
World,OWID_WRL,2021-04-23,13.02,15469.2072359318,2017,,
World,OWID_WRL,2021-04-24,13.18,15469.2072359318,2017,,
World,OWID_WRL,2021-04-25,13.4,15469.2072359318,2017,,
World,OWID_WRL,2021-04-26,13.61,15469.2072359318,2017,,
World,OWID_WRL,2021-04-27,13.88,15469.2072359318,2017,,
World,OWID_WRL,2021-04-28,14.21,15469.2072359318,2017,,
World,OWID_WRL,2021-04-29,14.53,15469.2072359318,2017,,
World,OWID_WRL,2021-04-30,14.85,15469.2072359318,2017,,
World,OWID_WRL,2021-05-01,15.03,15469.2072359318,2017,,
World,OWID_WRL,2021-05-02,15.17,15469.2072359318,2017,,
World,OWID_WRL,2021-05-03,15.35,15469.2072359318,2017,,
World,OWID_WRL,2021-05-04,15.6,15469.2072359318,2017,,
World,OWID_WRL,2021-05-05,15.86,15469.2072359318,2017,,
World,OWID_WRL,2021-05-06,16.17,15469.2072359318,2017,,
World,OWID_WRL,2021-05-07,16.51,15469.2072359318,2017,,
World,OWID_WRL,2021-05-08,16.77,15469.2072359318,2017,,
World,OWID_WRL,2021-05-09,16.94,15469.2072359318,2017,,
World,OWID_WRL,2021-05-10,17.24,15469.2072359318,2017,,
World,OWID_WRL,2021-05-11,17.56,15469.2072359318,2017,,
World,OWID_WRL,2021-05-12,17.9,15469.2072359318,2017,,
World,OWID_WRL,2021-05-13,18.24,15469.2072359318,2017,,
World,OWID_WRL,2021-05-14,18.56,15469.2072359318,2017,,
World,OWID_WRL,2021-05-15,18.86,15469.2072359318,2017,,
World,OWID_WRL,2021-05-16,19.15,15469.2072359318,2017,,
World,OWID_WRL,2021-05-17,19.49,15469.2072359318,2017,,
World,OWID_WRL,2021-05-18,19.86,15469.2072359318,2017,,
World,OWID_WRL,2021-05-19,20.21,15469.2072359318,2017,,
World,OWID_WRL,2021-05-20,20.65,15469.2072359318,2017,,
World,OWID_WRL,2021-05-21,21.04,15469.2072359318,2017,,
World,OWID_WRL,2021-05-22,21.39,15469.2072359318,2017,,
World,OWID_WRL,2021-05-23,21.67,15469.2072359318,2017,,
World,OWID_WRL,2021-05-24,22.05,15469.2072359318,2017,,
World,OWID_WRL,2021-05-25,22.48,15469.2072359318,2017,,
World,OWID_WRL,2021-05-26,22.93,15469.2072359318,2017,,
World,OWID_WRL,2021-05-27,23.35,15469.2072359318,2017,,
World,OWID_WRL,2021-05-28,23.77,15469.2072359318,2017,,
World,OWID_WRL,2021-05-29,24.18,15469.2072359318,2017,,
World,OWID_WRL,2021-05-30,24.54,15469.2072359318,2017,,
World,OWID_WRL,2021-05-31,25.01,15469.2072359318,2017,,
World,OWID_WRL,2021-06-01,25.51,15469.2072359318,2017,,
World,OWID_WRL,2021-06-02,26.02,15469.2072359318,2017,,
World,OWID_WRL,2021-06-03,26.47,15469.2072359318,2017,,
World,OWID_WRL,2021-06-04,26.97,15469.2072359318,2017,,
World,OWID_WRL,2021-06-05,27.38,15469.2072359318,2017,,
World,OWID_WRL,2021-06-06,27.71,15469.2072359318,2017,,
World,OWID_WRL,2021-06-07,28.11,15469.2072359318,2017,,
World,OWID_WRL,2021-06-08,28.56,15469.2072359318,2017,,
World,OWID_WRL,2021-06-09,29.03,15469.2072359318,2017,,
World,OWID_WRL,2021-06-10,29.53,15469.2072359318,2017,,
World,OWID_WRL,2021-06-11,30,15469.2072359318,2017,,
World,OWID_WRL,2021-06-12,30.39,15469.2072359318,2017,,
World,OWID_WRL,2021-06-13,30.74,15469.2072359318,2017,,
World,OWID_WRL,2021-06-14,31.1,15469.2072359318,2017,,
World,OWID_WRL,2021-06-15,31.6,15469.2072359318,2017,,
World,OWID_WRL,2021-06-16,32.13,15469.2072359318,2017,,
World,OWID_WRL,2021-06-17,32.7,15469.2072359318,2017,,
World,OWID_WRL,2021-06-18,33.26,15469.2072359318,2017,,
World,OWID_WRL,2021-06-19,33.73,15469.2072359318,2017,,
World,OWID_WRL,2021-06-20,34.16,15469.2072359318,2017,,
World,OWID_WRL,2021-06-21,34.71,15469.2072359318,2017,,
World,OWID_WRL,2021-06-22,35.26,15469.2072359318,2017,,
World,OWID_WRL,2021-06-23,35.81,15469.2072359318,2017,,
World,OWID_WRL,2021-06-24,36.43,15469.2072359318,2017,,
World,OWID_WRL,2021-06-25,37,15469.2072359318,2017,,
World,OWID_WRL,2021-06-26,37.54,15469.2072359318,2017,,
World,OWID_WRL,2021-06-27,37.98,15469.2072359318,2017,,
World,OWID_WRL,2021-06-28,38.47,15469.2072359318,2017,,
World,OWID_WRL,2021-06-29,39,15469.2072359318,2017,,
World,OWID_WRL,2021-06-30,39.48,15469.2072359318,2017,,
World,OWID_WRL,2021-07-01,40.04,15469.2072359318,2017,,
World,OWID_WRL,2021-07-02,40.48,15469.2072359318,2017,,
World,OWID_WRL,2021-07-03,40.91,15469.2072359318,2017,,
World,OWID_WRL,2021-07-04,41.23,15469.2072359318,2017,,
World,OWID_WRL,2021-07-05,41.65,15469.2072359318,2017,,
World,OWID_WRL,2021-07-06,42.06,15469.2072359318,2017,,
World,OWID_WRL,2021-07-07,42.48,15469.2072359318,2017,,
World,OWID_WRL,2021-07-08,42.98,15469.2072359318,2017,,
World,OWID_WRL,2021-07-09,43.32,15469.2072359318,2017,,
World,OWID_WRL,2021-07-10,43.69,15469.2072359318,2017,,
World,OWID_WRL,2021-07-11,43.96,15469.2072359318,2017,,
World,OWID_WRL,2021-07-12,44.34,15469.2072359318,2017,,
World,OWID_WRL,2021-07-13,44.78,15469.2072359318,2017,,
World,OWID_WRL,2021-07-14,45.25,15469.2072359318,2017,,
World,OWID_WRL,2021-07-15,45.7,15469.2072359318,2017,,
World,OWID_WRL,2021-07-16,46.11,15469.2072359318,2017,,
World,OWID_WRL,2021-07-17,46.47,15469.2072359318,2017,,
World,OWID_WRL,2021-07-18,46.72,15469.2072359318,2017,,
World,OWID_WRL,2021-07-19,47.15,15469.2072359318,2017,,
World,OWID_WRL,2021-07-20,47.57,15469.2072359318,2017,,
World,OWID_WRL,2021-07-21,47.98,15469.2072359318,2017,,
World,OWID_WRL,2021-07-22,48.48,15469.2072359318,2017,,
World,OWID_WRL,2021-07-23,48.96,15469.2072359318,2017,,
World,OWID_WRL,2021-07-24,49.36,15469.2072359318,2017,,
World,OWID_WRL,2021-07-25,49.7,15469.2072359318,2017,,
World,OWID_WRL,2021-07-26,50.22,15469.2072359318,2017,,
World,OWID_WRL,2021-07-27,50.74,15469.2072359318,2017,,
World,OWID_WRL,2021-07-28,51.27,15469.2072359318,2017,,
World,OWID_WRL,2021-07-29,51.86,15469.2072359318,2017,,
World,OWID_WRL,2021-07-30,52.4,15469.2072359318,2017,,
World,OWID_WRL,2021-07-31,52.82,15469.2072359318,2017,,
World,OWID_WRL,2021-08-01,53.31,15469.2072359318,2017,,
World,OWID_WRL,2021-08-02,53.8,15469.2072359318,2017,,
World,OWID_WRL,2021-08-03,54.5,15469.2072359318,2017,,
World,OWID_WRL,2021-08-04,55.08,15469.2072359318,2017,,
World,OWID_WRL,2021-08-05,55.6,15469.2072359318,2017,,
World,OWID_WRL,2021-08-06,56.08,15469.2072359318,2017,,
World,OWID_WRL,2021-08-07,56.48,15469.2072359318,2017,,
World,OWID_WRL,2021-08-08,56.86,15469.2072359318,2017,,
World,OWID_WRL,2021-08-09,57.41,15469.2072359318,2017,,
World,OWID_WRL,2021-08-10,57.92,15469.2072359318,2017,,
World,OWID_WRL,2021-08-11,58.4,15469.2072359318,2017,,
World,OWID_WRL,2021-08-12,58.84,15469.2072359318,2017,,
World,OWID_WRL,2021-08-13,59.38,15469.2072359318,2017,,
World,OWID_WRL,2021-08-14,59.76,15469.2072359318,2017,,
World,OWID_WRL,2021-08-15,60.09,15469.2072359318,2017,,
World,OWID_WRL,2021-08-16,60.62,15469.2072359318,2017,,
World,OWID_WRL,2021-08-17,61.13,15469.2072359318,2017,,
World,OWID_WRL,2021-08-18,61.61,15469.2072359318,2017,,
World,OWID_WRL,2021-08-19,62.07,15469.2072359318,2017,,
World,OWID_WRL,2021-08-20,62.58,15469.2072359318,2017,,
World,OWID_WRL,2021-08-21,62.97,15469.2072359318,2017,,
World,OWID_WRL,2021-08-22,63.34,15469.2072359318,2017,,
World,OWID_WRL,2021-08-23,63.75,15469.2072359318,2017,,
World,OWID_WRL,2021-08-24,64.33,15469.2072359318,2017,,
World,OWID_WRL,2021-08-25,64.88,15469.2072359318,2017,,
World,OWID_WRL,2021-08-26,65.41,15469.2072359318,2017,,
World,OWID_WRL,2021-08-27,66.06,15469.2072359318,2017,,
World,OWID_WRL,2021-08-28,66.52,15469.2072359318,2017,,
World,OWID_WRL,2021-08-29,67.12,15469.2072359318,2017,,
World,OWID_WRL,2021-08-30,67.56,15469.2072359318,2017,,
World,OWID_WRL,2021-08-31,68.08,15469.2072359318,2017,,
World,OWID_WRL,2021-09-01,68.66,15469.2072359318,2017,,
World,OWID_WRL,2021-09-02,69.09,15469.2072359318,2017,,
World,OWID_WRL,2021-09-03,69.44,15469.2072359318,2017,,
World,OWID_WRL,2021-09-04,69.76,15469.2072359318,2017,,
World,OWID_WRL,2021-09-05,70.15,15469.2072359318,2017,,
World,OWID_WRL,2021-09-06,70.5,15469.2072359318,2017,,
World,OWID_WRL,2021-09-07,70.96,15469.2072359318,2017,,
World,OWID_WRL,2021-09-08,71.46,15469.2072359318,2017,,
World,OWID_WRL,2021-09-09,71.94,15469.2072359318,2017,,
World,OWID_WRL,2021-09-10,72.31,15469.2072359318,2017,,
World,OWID_WRL,2021-09-11,72.74,15469.2072359318,2017,,
World,OWID_WRL,2021-09-12,73.19,15469.2072359318,2017,,
World,OWID_WRL,2021-09-13,73.6,15469.2072359318,2017,,
World,OWID_WRL,2021-09-14,73.94,15469.2072359318,2017,,
World,OWID_WRL,2021-09-15,74.33,15469.2072359318,2017,,
World,OWID_WRL,2021-09-16,74.74,15469.2072359318,2017,,
World,OWID_WRL,2021-09-17,75.06,15469.2072359318,2017,,
World,OWID_WRL,2021-09-18,75.55,15469.2072359318,2017,,
World,OWID_WRL,2021-09-19,75.88,15469.2072359318,2017,,
World,OWID_WRL,2021-09-20,76.24,15469.2072359318,2017,,
World,OWID_WRL,2021-09-21,76.62,15469.2072359318,2017,,
World,OWID_WRL,2021-09-22,76.97,15469.2072359318,2017,,
World,OWID_WRL,2021-09-23,77.39,15469.2072359318,2017,,
World,OWID_WRL,2021-09-24,77.75,15469.2072359318,2017,,
World,OWID_WRL,2021-09-25,78.01,15469.2072359318,2017,,
World,OWID_WRL,2021-09-26,78.25,15469.2072359318,2017,,
World,OWID_WRL,2021-09-27,78.86,15469.2072359318,2017,,
World,OWID_WRL,2021-09-28,79.21,15469.2072359318,2017,,
World,OWID_WRL,2021-09-29,79.61,15469.2072359318,2017,,
World,OWID_WRL,2021-09-30,79.99,15469.2072359318,2017,,
World,OWID_WRL,2021-10-01,80.27,15469.2072359318,2017,,
World,OWID_WRL,2021-10-02,80.53,15469.2072359318,2017,,
World,OWID_WRL,2021-10-03,80.83,15469.2072359318,2017,,
World,OWID_WRL,2021-10-04,81.12,15469.2072359318,2017,,
World,OWID_WRL,2021-10-05,81.55,15469.2072359318,2017,,
World,OWID_WRL,2021-10-06,81.85,15469.2072359318,2017,,
World,OWID_WRL,2021-10-07,82.15,15469.2072359318,2017,,
World,OWID_WRL,2021-10-08,82.54,15469.2072359318,2017,,
World,OWID_WRL,2021-10-09,82.8,15469.2072359318,2017,,
World,OWID_WRL,2021-10-10,83.17,15469.2072359318,2017,,
World,OWID_WRL,2021-10-11,83.42,15469.2072359318,2017,,
World,OWID_WRL,2021-10-12,83.72,15469.2072359318,2017,,
World,OWID_WRL,2021-10-13,84.01,15469.2072359318,2017,,
World,OWID_WRL,2021-10-14,84.3,15469.2072359318,2017,,
World,OWID_WRL,2021-10-15,84.54,15469.2072359318,2017,,
World,OWID_WRL,2021-10-16,84.73,15469.2072359318,2017,,
World,OWID_WRL,2021-10-17,85.06,15469.2072359318,2017,,
World,OWID_WRL,2021-10-18,85.44,15469.2072359318,2017,,
World,OWID_WRL,2021-10-19,85.79,15469.2072359318,2017,,
World,OWID_WRL,2021-10-20,86.25,15469.2072359318,2017,,
World,OWID_WRL,2021-10-21,86.58,15469.2072359318,2017,,
World,OWID_WRL,2021-10-22,86.92,15469.2072359318,2017,,
World,OWID_WRL,2021-10-23,87.26,15469.2072359318,2017,,
World,OWID_WRL,2021-10-24,87.56,15469.2072359318,2017,,
World,OWID_WRL,2021-10-25,87.83,15469.2072359318,2017,,
World,OWID_WRL,2021-10-26,88.17,15469.2072359318,2017,,
World,OWID_WRL,2021-10-27,88.48,15469.2072359318,2017,,
World,OWID_WRL,2021-10-28,88.87,15469.2072359318,2017,,
World,OWID_WRL,2021-10-29,89.34,15469.2072359318,2017,,
World,OWID_WRL,2021-10-30,89.75,15469.2072359318,2017,,
World,OWID_WRL,2021-10-31,90.17,15469.2072359318,2017,,
World,OWID_WRL,2021-11-01,90.49,15469.2072359318,2017,,
World,OWID_WRL,2021-11-02,90.83,15469.2072359318,2017,,
World,OWID_WRL,2021-11-03,91.2,15469.2072359318,2017,,
World,OWID_WRL,2021-11-04,91.61,15469.2072359318,2017,,
World,OWID_WRL,2021-11-05,92.04,15469.2072359318,2017,,
World,OWID_WRL,2021-11-06,92.39,15469.2072359318,2017,,
World,OWID_WRL,2021-11-07,92.75,15469.2072359318,2017,,
World,OWID_WRL,2021-11-08,93.11,15469.2072359318,2017,,
World,OWID_WRL,2021-11-09,93.54,15469.2072359318,2017,,
World,OWID_WRL,2021-11-10,94.03,15469.2072359318,2017,,
World,OWID_WRL,2021-11-11,94.46,15469.2072359318,2017,,
World,OWID_WRL,2021-11-12,94.88,15469.2072359318,2017,,
World,OWID_WRL,2021-11-13,95.31,15469.2072359318,2017,,
World,OWID_WRL,2021-11-14,95.65,15469.2072359318,2017,,
World,OWID_WRL,2021-11-15,95.99,15469.2072359318,2017,,
World,OWID_WRL,2021-11-16,96.34,15469.2072359318,2017,,
World,OWID_WRL,2021-11-17,96.76,15469.2072359318,2017,,
World,OWID_WRL,2021-11-18,97.15,15469.2072359318,2017,,
World,OWID_WRL,2021-11-19,97.57,15469.2072359318,2017,,
World,OWID_WRL,2021-11-20,98.01,15469.2072359318,2017,,
World,OWID_WRL,2021-11-21,98.35,15469.2072359318,2017,,
World,OWID_WRL,2021-11-22,98.73,15469.2072359318,2017,,
World,OWID_WRL,2021-11-23,99.13,15469.2072359318,2017,,
World,OWID_WRL,2021-11-24,99.61,15469.2072359318,2017,,
